Entry	Entry Name	Protein names	Gene Names	Length	Pfam	InterPro	Domain [FT]
P9WF57	VPC42_MYCTU	Ribonuclease VapC42 (RNase VapC42) (EC 3.1.-.-) (Toxin VapC42)	vapC42 Rv2759c MTV002.24c	131	PF01850;	IPR029060;IPR002716;IPR050556;IPR022907;	DOMAIN 1..125; /note="PINc"; /evidence="ECO:0000255|HAMAP-Rule:MF_00265"
P9WF65	VPC36_MYCTU	Ribonuclease VapC36 (RNase VapC36) (EC 3.1.-.-) (Toxin VapC36)	vapC36 Rv1982c MTCY39.37	139	PF01850;	IPR029060;IPR002716;IPR050556;IPR022907;	DOMAIN 1..127; /note="PINc"; /evidence="ECO:0000255|HAMAP-Rule:MF_00265"
P9WF71	VPC34_MYCTU	Putative ribonuclease VapC34 (Putative RNase VapC34) (EC 3.1.-.-) (Toxin VapC34)	vapC34 Rv1741	82	PF01850;	IPR029060;IPR002716;	
P9WF87	VPC24_MYCTU	Ribonuclease VapC24 (RNase VapC24) (EC 3.1.-.-) (Toxin VapC24)	vapC24 Rv0240	145	PF01850;	IPR006226;IPR029060;IPR002716;IPR022907;	DOMAIN 4..123; /note="PINc"; /evidence="ECO:0000255|HAMAP-Rule:MF_00265"
P9WF89	VPC23_MYCTU	Ribonuclease VapC23 (RNase VapC23) (EC 3.1.-.-) (Toxin VapC23)	vapC23 Rv2863	126	PF01850;	IPR029060;IPR002716;IPR052106;IPR022907;	DOMAIN 2..118; /note="PINc"; /evidence="ECO:0000255|HAMAP-Rule:MF_00265"
P9WF95	VPC17_MYCTU	Ribonuclease VapC17 (RNase VapC17) (EC 3.1.-.-) (Toxin VapC17)	vapC17 Rv2527	133	PF01850;	IPR029060;IPR002716;IPR050556;IPR022907;	DOMAIN 30..118; /note="PINc"; /evidence="ECO:0000255|HAMAP-Rule:MF_00265"
P9WF99	VPC14_MYCTU	Ribonuclease VapC14 (RNase VapC14) (EC 3.1.-.-) (Toxin VapC14)	vapC14 Rv1953	103		IPR029060;IPR050556;	DOMAIN 3..74; /note="PINc"
P9WFA1	VPC13_MYCTU	Ribonuclease VapC13 (RNase VapC13) (EC 3.1.-.-) (Toxin VapC13)	vapC13 Rv1838c MTCY1A11.05 MTCY359.35	131	PF01850;	IPR029060;IPR002716;IPR052106;IPR022907;	DOMAIN 2..128; /note="PINc"; /evidence="ECO:0000255|HAMAP-Rule:MF_00265"
P9WFA3	VPC12_MYCTU	Ribonuclease VapC12 (RNase VapC12) (EC 3.1.-.-) (Toxin VapC12)	vapC12 Rv1720c	129	PF01850;	IPR029060;IPR002716;IPR044153;IPR051619;IPR022907;	
P9WFA7	VPC10_MYCTU	Ribonuclease VapC10 (RNase VapC10) (EC 3.1.-.-) (Toxin VapC10)	vapC10 Rv1397c	133	PF01850;	IPR029060;IPR002716;IPR050556;IPR022907;	DOMAIN 2..119; /note="PINc"; /evidence="ECO:0000255|HAMAP-Rule:MF_00265"
P9WFA9	VAPC9_MYCTU	Ribonuclease VapC9 (RNase VapC9) (EC 3.1.-.-) (Toxin VapC9)	vapC9 Rv0960 MTCY10D7.14c	127	PF01850;	IPR029060;IPR002716;IPR044153;IPR051619;IPR022907;	DOMAIN 2..115; /note="PINc"; /evidence="ECO:0000255|HAMAP-Rule:MF_00265"
P9WFB1	VAPC8_MYCTU	Ribonuclease VapC8 (RNase VapC8) (EC 3.1.-.-) (Toxin VapC8)	vapC8 Rv0665	112	PF01850;	IPR029060;IPR002716;IPR050556;	DOMAIN 10..109; /note="PINc"
P9WFB3	VAPC7_MYCTU	Ribonuclease VapC7 (RNase VapC7) (EC 3.1.-.-) (Toxin VapC7)	vapC7 Rv0661c	145	PF01850;	IPR029060;IPR002716;IPR052106;IPR022907;	DOMAIN 2..129; /note="PINc"; /evidence="ECO:0000255|HAMAP-Rule:MF_00265"
P9WFB5	VAPC6_MYCTU	Ribonuclease VapC6 (RNase VapC6) (EC 3.1.-.-) (Toxin VapC6)	vapC6 Rv0656c	127		IPR050556;IPR022907;	DOMAIN 26..120; /note="PINc"; /evidence="ECO:0000255|HAMAP-Rule:MF_00265"
P9WFC3	VPB40_MYCTU	Antitoxin VapB40	vapB40 vapB-mt25 Rv2595 MTCY227.06c	81	PF04014;	IPR007159;IPR037914;	DOMAIN 1..45; /note="SpoVT-AbrB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01076"
P9WFC9	Y1636_MYCTU	Universal stress protein Rv1636 (USP Rv1636)	Rv1636 TB15.3	146	PF00582;	IPR014729;IPR006015;IPR006016;	
P9WFD1	Y2026_MYCTU	Universal stress protein Rv2026c (USP Rv2026c)	Rv2026c	294	PF00582;	IPR014729;IPR006015;IPR051688;IPR006016;	
P9WFD3	Y3134_MYCTU	Universal stress protein Rv3134c (USP Rv3134c)	Rv3134c	268	PF00582;	IPR014729;IPR006015;IPR006016;	
P9WFD5	Y2624_MYCTU	Universal stress protein Rv2624c (USP Rv2624c)	Rv2624c	272	PF00582;	IPR014729;IPR006015;IPR006016;	
P9WFD9	Y2028_MYCTU	Universal stress protein Rv2028c (USP Rv2028c)	Rv2028c	279	PF00582;	IPR014729;IPR006015;IPR006016;	
P9WFE5	UREF_MYCTU	Urease accessory protein UreF	ureF Rv1851 MTCY359.22c	211	PF01730;	IPR002639;IPR038277;	
P9WFG1	Y1823_MYCTU	UPF0749 protein Rv1823	Rv1823 MTCY1A11.20c	307	PF05949;	IPR010273;	
P9WFG3	Y1825_MYCTU	UPF0749 protein Rv1825	Rv1825 MTCY1A11.18c	292	PF05949;	IPR010273;	
P9WFH1	Y3399_MYCTU	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv3399 (EC 2.1.1.-)	Rv3399 MTCY78.29c	348	PF04072;	IPR007213;IPR029063;IPR011610;	
P9WFH3	Y3895_MYCTU	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv3787c (EC 2.1.1.-)	Rv3787c	308	PF04072;	IPR007213;IPR029063;IPR011610;	
P9WFH5	Y3874_MYCTU	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv3767c (EC 2.1.1.-)	Rv3767c	314	PF04072;	IPR007213;IPR029063;IPR011610;	
P9WFH7	Y1947_MYCTU	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv1896c (EC 2.1.1.-)	Rv1896c	303	PF04072;	IPR007213;IPR029063;IPR011610;	
P9WFH9	Y1770_MYCTU	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv1729c (EC 2.1.1.-)	Rv1729c	312	PF04072;	IPR007213;IPR029063;IPR011610;	
P9WFI1	Y893_MYCTU	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0893c (EC 2.1.1.-)	Rv0893c MTCY31.21c	325	PF04072;	IPR007213;IPR029063;IPR011610;	
P9WFI3	Y851_MYCTU	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0830 (EC 2.1.1.-)	Rv0830	301	PF04072;	IPR007213;IPR029063;IPR011610;	
P9WFI5	Y756_MYCTU	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0731c (EC 2.1.1.-)	Rv0731c	318	PF04072;	IPR007213;IPR029063;IPR011610;	
P9WFI7	Y751_MYCTU	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0726c (EC 2.1.1.-)	Rv0726c	367	PF04072;	IPR007213;IPR029063;IPR011610;	
P9WFI9	Y293_MYCTU	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0281 (EC 2.1.1.-)	Rv0281	302	PF04072;	IPR007213;IPR029063;IPR011610;	
P9WFJ1	Y153_MYCTU	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0145 (EC 2.1.1.-)	Rv0145	311	PF04072;	IPR007213;IPR029063;IPR011610;	
P9WFJ3	Y146_MYCTU	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0146 (EC 2.1.1.-)	Rv0146	310	PF04072;	IPR007213;IPR029063;IPR011610;	
P9WFJ7	Y1481_MYCTU	UPF0353 protein Rv1481	Rv1481 MTCY277.02	335	PF07584;PF13519;	IPR024163;IPR022933;IPR050768;IPR002035;IPR036465;	DOMAIN 98..294; /note="VWFA"; /evidence="ECO:0000255|HAMAP-Rule:MF_01340"
P9WFJ9	Y637_MYCTU	UPF0336 protein Rv0637	Rv0637 MTCY20H10.18	166	PF13452;	IPR039569;IPR016709;IPR029069;IPR050965;	
P9WFK1	Y635_MYCTU	UPF0336 protein Rv0635	Rv0635 MTCY20H10.16	158	PF13452;	IPR039569;IPR016709;IPR029069;IPR050965;IPR054849;	
P9WFK3	Y504_MYCTU	UPF0336 protein Rv0504c	Rv0504c MTCY20G9.31c	166	PF13452;	IPR039569;IPR016709;IPR029069;IPR050965;	DOMAIN 8..131; /note="MaoC-like"
P9WFK9	Y566_MYCTU	Nucleotide-binding protein Rv0566c	Rv0566c MTV039.04c	163	PF04461;	IPR007551;IPR035571;IPR035570;IPR036183;	
P9WFL3	Y3193_MYCTU	UPF0182 protein Rv3193c	Rv3193c MTV014.37c	992	PF03699;	IPR005372;	
P9WFL5	Y064_MYCTU	UPF0182 protein Rv0064	Rv0064 MTV030.07	979	PF03699;	IPR005372;	
P9WFL7	Y2295_MYCTU	UPF0167 protein Rv2295	Rv2295 MTCY339.15c	187	PF03691;	IPR005363;	
P9WFM1	GCH1L_MYCTU	GTP cyclohydrolase 1 type 2 homolog	Rv2230c MTCY427.11c	379	PF01784;	IPR002678;IPR017221;IPR036069;IPR015867;	
P9WFM7	KHPA_MYCTU	RNA-binding protein KhpA (KH-domain protein A)	khpA Rv2908c MTCY274.40c	80	PF13083;	IPR015946;IPR009019;IPR020627;	DOMAIN 33..80; /note="KH"; /evidence="ECO:0000255|HAMAP-Rule:MF_00088"
P9WFN1	Y2140_MYCTU	UPF0098 protein Rv2140c	Rv2140c MTCY270.28	176	PF01161;	IPR008914;IPR036610;IPR005247;	
P9WFN9	Y2639_MYCTU	UPF0060 membrane protein Rv2639c	Rv2639c MTCY441.09c	110	PF02694;	IPR003844;	
P9WFP1	Y2366_MYCTU	UPF0053 protein Rv2366c	Rv2366c MTCY27.14	435	PF00571;PF01595;PF03471;	IPR000644;IPR046342;IPR002550;IPR036318;IPR016169;IPR044751;IPR005170;	DOMAIN 1..185; /note="CNNM transmembrane"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01193"; DOMAIN 204..267; /note="CBS 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"; DOMAIN 272..329; /note="CBS 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"
P9WFP3	Y1842_MYCTU	UPF0053 protein Rv1842c	Rv1842c MTCY1A11.02 MTCY359.31	455	PF00571;PF01595;PF03471;	IPR000644;IPR046342;IPR002550;IPR036318;IPR016169;IPR044751;IPR005170;IPR051676;	DOMAIN 2..205; /note="CNNM transmembrane"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01193"; DOMAIN 224..285; /note="CBS 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"; DOMAIN 286..346; /note="CBS 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"
P9WFP7	Y1461_MYCTU	Iron-sulfur cluster assembly SufBD family protein Rv1461 [Cleaved into: Endonuclease PI-MtuHIIP (EC 3.1.-.-) (Mtu pps1 intein)]	Rv1461 MTV007.08	846	PF01458;PF19295;	IPR055346;IPR003586;IPR003587;IPR036844;IPR027434;IPR006142;IPR030934;IPR004042;IPR006141;IPR010231;IPR000825;IPR037284;IPR045595;	DOMAIN 388..528; /note="DOD-type homing endonuclease"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00273"
P9WFQ3	Y1421_MYCTU	Nucleotide-binding protein Rv1421	Rv1421 MTCY21B4.39	301	PF22740;PF03668;	IPR027417;IPR005337;IPR053930;IPR053931;	
P9WFQ7	PLPHP_MYCTU	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)	Rv2148c MTCY270.20	258	PF01168;	IPR001608;IPR029066;IPR011078;	
P9WFS1	TYPH_MYCTU	Thymidine phosphorylase (EC 2.4.2.4) (TdRPase)	deoA Rv3314c MTV016.14	427	PF02885;PF00591;PF07831;	IPR000312;IPR017459;IPR036320;IPR035902;IPR036566;IPR013102;IPR018090;IPR017872;IPR000053;	
P9WFS7	TSAE_MYCTU	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE)	tsaE Rv3422c MTCY78.07	168	PF02367;	IPR027417;IPR003442;	
P9WFW5	SYR_MYCTU	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS Rv1292 MTCY373.12	550	PF03485;PF05746;PF00750;	IPR001412;IPR001278;IPR005148;IPR036695;IPR035684;IPR008909;IPR014729;IPR009080;	
P9WFY3	Y881_MYCTU	Uncharacterized tRNA/rRNA methyltransferase Rv0881 (EC 2.1.1.-)	Rv0881 MTCY31.09	288	PF00588;	IPR029028;IPR029064;IPR051259;IPR001537;IPR029026;	
P9WFY5	Y3579_MYCTU	Uncharacterized tRNA/rRNA methyltransferase Rv3579c (EC 2.1.1.-)	Rv3579c	322	PF00588;PF08032;	IPR029028;IPR029064;IPR004441;IPR001537;IPR013123;IPR029026;	
P9WFZ3	TRKA_MYCTU	Trk system potassium uptake protein TrkA (K(+)-uptake protein TrkA)	trkA ceoC Rv2692 MTCY05A6.13	220	PF02080;PF02254;	IPR006036;IPR036291;IPR006037;IPR036721;IPR003148;IPR050721;	DOMAIN 1..117; /note="RCK N-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00543"; DOMAIN 137..218; /note="RCK C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00544"
P9WG07	PSTC1_MYCTU	Phosphate transport system permease protein PstC 1	pstC1 pstC Rv0935 MTCY08D9.04c	338	PF00528;	IPR000515;IPR035906;IPR011864;IPR051124;	DOMAIN 87..320; /note="ABC transmembrane type-1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"
P9WG09	PSTA2_MYCTU	Phosphate transport system permease protein PstA 2	pstA2 Rv0936 MTCY08D9.03c	301	PF00528;	IPR000515;IPR035906;IPR005672;IPR051408;	DOMAIN 83..288; /note="ABC transmembrane type-1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"
P9WG13	MODB_MYCTU	Molybdenum transport system permease protein ModB	modB Rv1858 MTCY359.15c	264	PF00528;	IPR000515;IPR035906;IPR011867;IPR006469;	DOMAIN 51..253; /note="ABC transmembrane type-1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00441"
P9WG15	Y2563_MYCTU	Uncharacterized ABC transporter permease Rv2563	Rv2563 MTCY9C4.05c	349	PF02687;PF12704;	IPR051125;IPR003838;IPR025857;	
P9WG17	Y072_MYCTU	Uncharacterized ABC transporter permease Rv0072	Rv0072	349	PF02687;PF12704;	IPR051125;IPR003838;IPR025857;	
P9WG19	FTSX_MYCTU	Cell division protein FtsX	ftsX Rv3101c MTCY164.12c	297	PF02687;PF18075;	IPR003838;IPR004513;IPR047929;IPR040690;	
P9WG53	TILS_MYCTU	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS Rv3625c MTCY15C10.27	323	PF01171;PF09179;	IPR014729;IPR011063;IPR012094;IPR012795;IPR015262;	
P9WG61	Y1324_MYCTU	Uncharacterized protein Rv1324	Rv1324 MTCY130.09	304	PF00085;PF14561;	IPR036249;IPR013766;IPR011990;	DOMAIN 28..151; /note="Thioredoxin"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00691"
P9WG63	DIPZ_MYCTU	Protein DipZ	dipZ Rv2874 MTCY274.05	695	PF00578;PF02683;PF17991;	IPR000866;IPR003834;IPR036249;IPR041017;IPR013766;IPR050553;	DOMAIN 394..542; /note="Thioredoxin"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00691"
P9WG71	THIL_MYCTU	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	thiL Rv2977c	333	PF00586;PF02769;	IPR010918;IPR036676;IPR016188;IPR036921;IPR006283;	
P9WG85	Y1877_MYCTU	Uncharacterized MFS-type transporter Rv1877	Rv1877	687	PF07690;	IPR011701;IPR020846;IPR036259;IPR005829;IPR001958;IPR036390;	
P9WG87	Y1250_MYCTU	Uncharacterized MFS-type transporter Rv1250	Rv1250	579	PF07690;	IPR004638;IPR011701;IPR020846;IPR036259;	
P9WG89	EMRB_MYCTU	Multidrug resistance protein B homolog	emrB Rv0783c	540	PF07690;	IPR004638;IPR011701;IPR020846;IPR036259;	
P9WG91	STP_MYCTU	Multidrug resistance protein Stp (Spectinomycin tetracycline efflux pump)	stp Rv2333c	537	PF07690;	IPR004638;IPR011701;IPR020846;IPR036259;	
P9WGA3	TAM_MYCTU	Probable trans-aconitate 2-methyltransferase (EC 2.1.1.144)	tam Rv0294 MTV035.22	261	PF13649;	IPR041698;IPR029063;IPR023506;IPR023149;	
P9WGA7	Y2235_MYCTU	Uncharacterized SURF1-like protein Rv2235	Rv2235 MTCY427.16	271	PF02104;	IPR002994;IPR045214;	
P9WGA9	COBL_MYCTU	Precorrin-6Y C(5,15)-methyltransferase [decarboxylating] (Precorrin-6 methyltransferase) (Precorrin-6Y methylase) (EC 2.1.1.132)	cobL Rv2072c MTCY49.11c	390	PF00590;	IPR000878;IPR035996;IPR014777;IPR012818;IPR006365;IPR014008;IPR050714;IPR029063;	
P9WGB1	COBM_MYCTU	Precorrin-4 C(11)-methyltransferase (EC 2.1.1.133) (Precorrin-3 methylase)	cobM Rv2071c MTCY49.10c	251	PF00590;	IPR000878;IPR035996;IPR014777;IPR014776;IPR006362;IPR050161;IPR003043;	
P9WGD1	CPSY_MYCTU	Exopolysaccharide phosphotransferase CpsY (EC 2.7.-.-) (Stealth protein CpsY)	cpsY Rv0806c	532	PF17101;PF11380;PF17102;PF17103;	IPR047141;IPR031358;IPR021520;IPR031357;IPR031356;	
P9WGD3	SSRP_MYCTU	SsrA-binding protein (Small protein B)	smpB Rv3100c MTCY164.11c	160	PF01668;	IPR023620;IPR000037;IPR020081;	
P9WGF5	Y2025_MYCTU	Probable cation efflux system protein Rv2025c	Rv2025c	332	PF01545;PF16916;	IPR002524;IPR027470;IPR036837;IPR027469;IPR050291;	
P9WGJ1	Y3661_MYCTU	Probable phosphatase Rv3661 (EC 3.1.3.-)	Rv3661 MTV025.009	287	PF12710;	IPR050582;IPR036412;IPR006385;IPR023214;	
P9WGJ7	Y3402_MYCTU	Protein Rv3402c	Rv3402c MTCY78.26	412	PF01041;	IPR000653;IPR015424;IPR015421;	
P9WGL7	Y3143_MYCTU	Uncharacterized response regulatory protein Rv3143	Rv3143	133		IPR011006;IPR001789;	DOMAIN 9..128; /note="Response regulatory"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00169"
P9WGN3	SECY_MYCTU	Protein translocase subunit SecY	secY Rv0732 MTV041.06	441	PF00344;	IPR026593;IPR002208;IPR030659;IPR023201;	
P9WGN5	SECG_MYCTU	Probable protein-export membrane protein SecG	secG Rv1440 MTCY493.14c	77	PF03840;	IPR004692;	
P9WGP7	Y2216_MYCTU	Epimerase family protein Rv2216	Rv2216 MTCY190.27	301	PF08338;PF01370;	IPR013549;IPR001509;IPR036291;IPR010099;	
P9WGQ1	Y1856_MYCTU	Putative oxidoreductase Rv1856c (EC 1.-.-.-)	Rv1856c	223	PF13561;	IPR036291;IPR002347;	
P9WGQ3	Y1714_MYCTU	Uncharacterized oxidoreductase Rv1714 (EC 1.-.-.-)	Rv1714	270	PF13561;	IPR036291;IPR002347;	
P9WGQ5	Y927C_MYCTU	Uncharacterized oxidoreductase Rv0927c (EC 1.-.-.-)	Rv0927c	263	PF13561;	IPR036291;IPR020904;IPR002347;	
P9WGQ7	Y1144_MYCTU	Uncharacterized oxidoreductase Rv1144 (EC 1.-.-.-)	Rv1144	250	PF00106;	IPR036291;IPR020904;IPR002347;	
P9WGQ9	Y769_MYCTU	Uncharacterized oxidoreductase Rv0769 (EC 1.-.-.-)	Rv0769	248	PF13561;	IPR036291;IPR002347;	
P9WGR3	Y2073_MYCTU	Uncharacterized oxidoreductase Rv2073c (EC 1.-.-.-)	Rv2073c MTCY49.12c	249	PF00106;	IPR036291;IPR020904;IPR002347;	
P9WGR5	Y484_MYCTU	Uncharacterized oxidoreductase Rv0484c (EC 1.-.-.-)	Rv0484c MTCY20G9.10c	251	PF00106;	IPR036291;IPR002347;	
P9WGR7	Y945_MYCTU	Uncharacterized oxidoreductase Rv0945 (EC 1.-.-.-)	Rv0945 MTCY10D7.29c	253	PF00106;	IPR036291;IPR020904;IPR002347;	
P9WGR9	Y1350_MYCTU	Uncharacterized oxidoreductase Rv1350 (EC 1.-.-.-)	fabG2 Rv1350 MTCY02B10.14	247	PF13561;	IPR036291;IPR020904;IPR002347;	
P9WGS1	Y1543_MYCTU	Uncharacterized oxidoreductase Rv1543 (EC 1.-.-.-)	Rv1543 MTCY48.22c	341	PF00106;	IPR036291;IPR002347;	
P9WGS3	EPHD_MYCTU	Probable oxidoreductase EphD (EC 1.-.-.-)	ephD Rv2214c MTCY190.25c	592	PF00561;PF00106;	IPR000073;IPR029058;IPR036291;IPR020904;IPR002347;	DOMAIN 30..286; /note="AB hydrolase-1"; /evidence="ECO:0000255"
P9WGS5	Y2750_MYCTU	Uncharacterized oxidoreductase Rv2750 (EC 1.-.-.-)	Rv2750	272	PF13561;	IPR036291;IPR020904;IPR002347;IPR023985;	
P9WGS7	Y0687_MYCTU	Uncharacterized NAD-dependent oxidoreductase Rv0687 (EC 1.-.-.-)	Rv0687	275	PF13561;	IPR036291;IPR020904;IPR002347;IPR023985;	
P9WGT5	SDHL_MYCTU	L-serine dehydratase (SDH) (EC 4.3.1.17) (L-serine deaminase) (L-SD)	sdaA Rv0069c MTV030.12c	461	PF03313;PF03315;	IPR029009;IPR051318;IPR004644;IPR005130;IPR005131;	
P9WGV7	YQGF_MYCTU	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	Rv2554c MTCY159.02	170	PF03652;	IPR012337;IPR005227;IPR006641;IPR037027;	
P9WGW7	RSMI_MYCTU	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	rsmI Rv1003 MTCI237.19	285	PF00590;	IPR000878;IPR035996;IPR014777;IPR014776;IPR008189;IPR018063;	
P9WGX1	RSME_MYCTU	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193) (16S rRNA m3U1498 methyltransferase)	rsmE Rv2372c MTCY27.08	262	PF04452;PF20260;	IPR029028;IPR015947;IPR006700;IPR046886;IPR046887;IPR029026;	
P9WGX3	Y1407_MYCTU	Putative methyltransferase Rv1407 (EC 2.1.1.-)	Rv1407 MTCY21B4.24	457	PF01189;PF01029;	IPR049560;IPR001678;IPR035926;IPR006027;IPR023267;IPR048019;IPR018314;IPR029063;	
P9WGX9	YBEY_MYCTU	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY Rv2367c MTCY27.13	177	PF02130;	IPR023091;IPR002036;IPR020549;	
P9WH17	RIMP_MYCTU	Ribosome maturation factor RimP	rimP Rv2842c MTCY24A1.15	183	PF17384;PF02576;	IPR003728;IPR028998;IPR036847;IPR028989;IPR035956;	
P9WH19	RIMM_MYCTU	Ribosome maturation factor RimM	rimM Rv2907c MTCY274.38c	176	PF24986;PF01782;	IPR011033;IPR056792;IPR011961;IPR002676;IPR036976;IPR009000;	DOMAIN 100..172; /note="PRC barrel"; /evidence="ECO:0000255|HAMAP-Rule:MF_00014"
P9WH21	Y3818_MYCTU	Putative Rieske 2Fe-2S iron-sulfur protein Rv3818 (EC 1.-.-.-)	Rv3818	516	PF13483;PF00355;PF25451;	IPR036866;IPR017941;IPR036922;	DOMAIN 429..516; /note="Rieske"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00628"
P9WH25	RS9_MYCTU	Small ribosomal subunit protein uS9 (30S ribosomal protein S9)	rpsI Rv3442c MTCY77.14c	151	PF00380;	IPR020568;IPR000754;IPR023035;IPR020574;IPR014721;	
P9WH27	RS8_MYCTU	Small ribosomal subunit protein uS8 (30S ribosomal protein S8)	rpsH Rv0718 MTCY210.37	132	PF00410;	IPR000630;IPR047863;IPR035987;	
P9WH31	RS6_MYCTU	Small ribosomal subunit protein bS6 (30S ribosomal protein S6)	rpsF Rv0053 MTCY21D4.16	96	PF01250;	IPR000529;IPR020815;IPR035980;IPR020814;IPR014717;	
P9WH39	RS2_MYCTU	Small ribosomal subunit protein uS2 (30S ribosomal protein S2)	rpsB Rv2890c MTCY274.21c	287	PF00318;	IPR001865;IPR005706;IPR018130;IPR023591;	
P9WH41	RS20_MYCTU	Small ribosomal subunit protein bS20 (30S ribosomal protein S20)	rpsT Rv2412 MTCY253.08c	86	PF01649;	IPR002583;IPR036510;	
P9WH45	RS19_MYCTU	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS Rv0705 MTCY210.24	93	PF00203;	IPR002222;IPR005732;IPR020934;IPR023575;	
P9WH47	RS182_MYCTU	Small ribosomal subunit protein bS18B (30S ribosomal protein S18 2)	rpsR2 Rv2055c MTCY63A.05	88	PF01084;	IPR001648;IPR018275;IPR036870;	
P9WH49	RS181_MYCTU	Small ribosomal subunit protein bS18A (30S ribosomal protein S18 1)	rpsR1 rpsR Rv0055 MTCY21D4.18	84	PF01084;	IPR001648;IPR018275;IPR036870;	
P9WH53	RS16_MYCTU	Small ribosomal subunit protein bS16 (30S ribosomal protein S16)	rpsP Rv2909c MTCY274.41c	162	PF00886;	IPR000307;IPR020592;IPR023803;	
P9WH55	RS15_MYCTU	Small ribosomal subunit protein uS15 (30S ribosomal protein S15)	rpsO Rv2785c MTV002.50c	89	PF00312;	IPR000589;IPR005290;IPR009068;	
P9WH59	RS14_MYCTU	Small ribosomal subunit protein uS14A (30S ribosomal protein S14)	rpsN rpsN2 Rv2056c MTCY63A.04	101	PF00253;	IPR001209;IPR023036;	
P9WH61	RS13_MYCTU	Small ribosomal subunit protein uS13 (30S ribosomal protein S13)	rpsM Rv3460c MTCY13E12.13c	124	PF00416;	IPR027437;IPR001892;IPR010979;IPR019980;IPR018269;	
P9WH65	RS11_MYCTU	Small ribosomal subunit protein uS11 (30S ribosomal protein S11)	rpsK Rv3459c MTCY13E12.12c	139	PF00411;	IPR001971;IPR019981;IPR018102;IPR036967;	
P9WH79	RL9_MYCTU	Large ribosomal subunit protein bL9 (50S ribosomal protein L9)	rplI Rv0056 MTCY21D4.19	152	PF03948;PF01281;	IPR000244;IPR009027;IPR020594;IPR020069;IPR036791;IPR020070;IPR036935;	
P9WH81	RL6_MYCTU	Large ribosomal subunit protein uL6 (50S ribosomal protein L6)	rplF Rv0719 MTCY210.38	179	PF00347;	IPR000702;IPR036789;IPR020040;IPR019906;IPR002358;	
P9WH83	RL5_MYCTU	Large ribosomal subunit protein uL5 (50S ribosomal protein L5)	rplE Rv0716 MTCY210.35	187	PF00281;PF00673;	IPR002132;IPR020930;IPR031309;IPR022803;IPR031310;	
P9WH87	RL3_MYCTU	Large ribosomal subunit protein uL3 (50S ribosomal protein L3)	rplC Rv0701 MTCY210.20	217	PF00297;	IPR000597;IPR019927;IPR019926;IPR009000;	
P9WH89	RL36_MYCTU	Large ribosomal subunit protein bL36 (50S ribosomal protein L36) (Ribosomal protein B)	rpmJ Rv3461c MTCY13E12.14c	37	PF00444;	IPR000473;IPR035977;	
